Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP003253,Female,No,1,Graduate,No,3546,0.0,147.0,36.0,1.0,Semiurban,N
LP003254,Female,No,0,Graduate,No,6880,0.0,120.0,360.0,1.0,Rural,Y
LP003255,Male,No,0,Graduate,Yes,5361,0.0,122.0,360.0,1.0,Semiurban,Y
LP003256,Male,No,0,Graduate,No,4427,3437.35,138.0,360.0,1.0,Rural,Y
LP003257,Male,Yes,2,Graduate,No,4767,1418.29,146.0,360.0,1.0,Semiurban,Y
LP003258,Male,Yes,3+,Graduate,No,4455,1982.62,146.0,360.0,0.0,Urban,Y
LP003259,Female,No,0,Graduate,,3433,0.0,138.0,360.0,1.0,Rural,N
LP003260,Female,No,1,Graduate,No,2876,1377.17,82.0,360.0,1.0,Urban,Y
LP003261,Female,No,0,Graduate,No,3050,0.0,32.0,360.0,1.0,Urban,Y
LP003262,Male,Yes,0,Graduate,No,11428,0.0,123.0,360.0,1.0,Urban,Y
LP003263,Male,No,0,Graduate,No,2811,2088.19,120.0,360.0,1.0,Rural,Y
LP003264,Male,Yes,0,Graduate,No,3059,2127.11,143.0,360.0,1.0,Semiurban,Y
LP003265,Male,Yes,2,Graduate,No,4391,0.0,100.0,360.0,1.0,Semiurban,Y
LP003266,Male,Yes,1,Graduate,No,2835,1528.12,118.0,360.0,1.0,Semiurban,Y
LP003267,Male,Yes,0,Graduate,No,3749,3001.26,203.0,360.0,1.0,Semiurban,Y
LP003268,Male,Yes,0,Graduate,No,2827,1227.5,83.0,360.0,1.0,Urban,Y
LP003269,Male,Yes,0,Graduate,No,15973,0.0,363.0,360.0,1.0,Semiurban,Y
LP003270,Female,Yes,0,Not Graduate,No,4186,0.0,124.0,360.0,,Rural,Y
LP003271,Male,No,1,Not Graduate,Yes,4209,2350.37,183.0,360.0,0.0,Urban,N
LP003272,Male,Yes,0,Graduate,No,3379,883.95,113.0,360.0,1.0,Semiurban,Y
LP003273,Male,Yes,2,Graduate,No,2472,919.16,78.0,180.0,1.0,Urban,Y
LP003274,Female,No,0,Graduate,No,1877,1522.34,56.0,360.0,1.0,Urban,Y
LP003275,Male,Yes,0,Graduate,No,18831,0.0,,360.0,1.0,Rural,N
LP003276,Male,No,0,Graduate,No,3039,2584.17,75.0,360.0,1.0,Rural,Y
LP003277,Female,No,0,Graduate,Yes,2655,1783.91,86.0,300.0,1.0,Semiurban,N
LP003278,Male,Yes,0,Graduate,No,3720,2020.51,122.0,360.0,1.0,Rural,Y
LP003279,Female,No,0,Graduate,No,4028,0.0,108.0,360.0,1.0,Semiurban,Y
LP003280,Male,No,0,Graduate,No,9429,0.0,207.0,360.0,1.0,Rural,Y
LP003281,Male,Yes,0,Graduate,No,3013,2265.67,135.0,360.0,1.0,Rural,Y
LP003282,Male,Yes,2,Graduate,No,4454,0.0,107.0,360.0,0.0,Semiurban,N
LP003283,Male,Yes,2,Graduate,No,3524,1524.83,120.0,360.0,1.0,Urban,Y
LP003284,Female,No,,Graduate,No,4334,0.0,114.0,480.0,0.0,Urban,N
LP003285,Male,Yes,0,Graduate,No,2338,3357.31,169.0,360.0,1.0,Semiurban,Y
LP003286,Male,Yes,3+,Graduate,,4478,1115.47,108.0,360.0,1.0,Urban,Y
LP003287,Male,Yes,1,Graduate,No,7038,0.0,193.0,360.0,1.0,Semiurban,Y
LP003288,Female,Yes,1,Graduate,No,4527,0.0,147.0,360.0,1.0,Urban,Y
LP003289,Female,No,0,Graduate,No,4297,2682.17,165.0,480.0,1.0,Rural,N
LP003290,Male,Yes,1,Graduate,No,2067,2743.02,111.0,360.0,1.0,Urban,N
LP003291,Male,Yes,0,Not Graduate,No,2049,3223.7,77.0,360.0,0.0,Urban,N
LP003292,Male,Yes,,Not Graduate,No,2522,1952.56,110.0,360.0,1.0,Semiurban,Y
LP003293,Female,No,0,Graduate,No,5346,0.0,138.0,360.0,1.0,Rural,Y
LP003294,Male,Yes,1,Graduate,No,1582,1898.45,98.0,360.0,1.0,Urban,Y
LP003295,Male,No,0,Graduate,No,3980,2840.86,151.0,360.0,1.0,Rural,Y
LP003296,Male,No,0,Not Graduate,No,1832,0.0,,360.0,1.0,Urban,N
LP003297,Female,No,0,Graduate,No,3661,1613.04,157.0,360.0,1.0,Rural,Y
LP003298,Female,No,0,Graduate,No,2650,1701.48,96.0,360.0,0.0,Urban,N
LP003299,Male,No,0,Graduate,No,21176,0.0,509.0,360.0,1.0,Rural,N
LP003300,Male,Yes,2,Not Graduate,No,8730,0.0,160.0,360.0,,Rural,Y
LP003301,Female,No,0,Graduate,No,3192,0.0,78.0,360.0,1.0,Semiurban,Y
LP003302,Male,No,0,Not Graduate,No,3030,2857.66,124.0,360.0,1.0,Semiurban,Y
LP003303,Female,No,0,Graduate,No,2857,0.0,55.0,360.0,1.0,Rural,Y
LP003304,Male,Yes,2,Graduate,Yes,5948,0.0,154.0,84.0,,Rural,Y
LP003305,,Yes,0,Graduate,No,2637,1800.19,162.0,360.0,1.0,Rural,N
LP003306,Male,Yes,1,Not Graduate,No,3318,1652.42,110.0,180.0,1.0,Urban,Y
LP003307,Male,Yes,2,Graduate,No,3737,0.0,133.0,360.0,1.0,Semiurban,Y
LP003308,Male,Yes,0,Graduate,No,1943,2229.67,86.0,360.0,,Urban,Y
LP003309,Female,No,1,Graduate,No,3821,0.0,96.0,360.0,,Semiurban,Y
LP003310,Male,Yes,1,Graduate,Yes,9057,0.0,145.0,360.0,1.0,Rural,N
LP003311,Male,Yes,0,Graduate,No,2550,2234.09,120.0,360.0,1.0,Semiurban,Y
LP003312,Male,Yes,3+,Graduate,No,4276,200.14,128.0,360.0,1.0,Semiurban,Y
LP003313,Male,Yes,2,Not Graduate,No,3938,1407.01,,360.0,1.0,Rural,Y
LP003314,Female,No,0,Graduate,No,3356,2958.77,124.0,360.0,,Rural,Y
LP003315,Male,Yes,3+,Graduate,No,17185,0.0,286.0,360.0,1.0,Rural,Y
LP003316,Male,Yes,1,Graduate,Yes,9173,5414.51,365.0,360.0,0.0,Rural,N
LP003317,Male,No,0,Graduate,No,4299,0.0,116.0,360.0,0.0,Rural,Y
LP003318,Male,Yes,0,Graduate,Yes,5787,2351.46,175.0,360.0,1.0,Semiurban,Y
LP003319,Female,Yes,0,Graduate,No,3927,2571.29,104.0,360.0,1.0,Urban,N
LP003320,Female,No,0,Graduate,No,2396,0.0,71.0,360.0,1.0,Urban,Y
LP003321,Male,No,1,Graduate,No,4914,1844.88,125.0,360.0,1.0,Urban,Y
LP003322,Male,No,0,Graduate,No,3085,0.0,97.0,360.0,1.0,Semiurban,Y
LP003323,Male,No,,Graduate,No,2675,0.0,69.0,360.0,1.0,Urban,Y
LP003324,Male,Yes,0,Graduate,,58201,0.0,495.0,180.0,1.0,Urban,Y
LP003325,,Yes,1,Graduate,Yes,9859,1903.18,170.0,180.0,1.0,Urban,Y
LP003326,Male,Yes,,Graduate,Yes,4967,3367.5,64.0,,1.0,Semiurban,Y
LP003327,Male,Yes,1,Graduate,,4968,569.43,148.0,360.0,1.0,Rural,Y
LP003328,Male,Yes,2,Graduate,Yes,2562,4807.81,167.0,360.0,1.0,Rural,Y
LP003329,Female,No,3+,Not Graduate,No,1999,0.0,,360.0,0.0,Urban,N
LP003330,Female,No,0,Graduate,No,4363,0.0,72.0,360.0,1.0,Semiurban,Y
LP003331,Male,Yes,3+,Not Graduate,No,2162,1473.99,183.0,360.0,1.0,Rural,N
LP003332,Female,No,0,Graduate,No,2436,0.0,40.0,360.0,1.0,Rural,N
LP003333,Male,Yes,1,Not Graduate,No,4580,1169.51,158.0,360.0,1.0,Urban,Y
LP003334,Male,Yes,3+,Not Graduate,No,3278,0.0,73.0,360.0,1.0,Semiurban,Y
LP003335,Male,Yes,2,Graduate,,2917,2329.55,128.0,360.0,1.0,Rural,Y
LP003336,Male,Yes,0,Graduate,No,2087,2558.3,160.0,360.0,1.0,Semiurban,Y
LP003337,Male,Yes,,Not Graduate,No,3356,3752.25,134.0,360.0,0.0,Rural,N
LP003338,Male,Yes,2,Not Graduate,No,3229,2196.41,113.0,360.0,1.0,Urban,Y
LP003339,Male,Yes,0,Graduate,No,5532,4123.63,260.0,360.0,,Semiurban,Y
LP003340,Male,Yes,0,Graduate,No,2935,6181.42,202.0,360.0,1.0,Rural,Y
LP003341,Male,Yes,0,Graduate,No,9351,0.0,188.0,360.0,1.0,Semiurban,Y
LP003342,Male,No,0,Graduate,No,9343,3598.31,317.0,360.0,1.0,Rural,N
LP003343,Male,Yes,3+,Graduate,No,2544,2029.71,104.0,360.0,1.0,Rural,Y
LP003344,Female,Yes,0,Graduate,Yes,5858,0.0,104.0,360.0,0.0,Rural,N
LP003345,Female,Yes,0,Graduate,No,2630,551.68,136.0,360.0,1.0,Semiurban,Y
LP003346,Female,No,,Graduate,No,3884,0.0,109.0,180.0,1.0,Urban,Y
LP003347,Male,Yes,2,Graduate,No,8489,3077.44,163.0,360.0,1.0,Rural,Y
LP003348,Male,Yes,1,Graduate,No,3959,0.0,58.0,360.0,1.0,Urban,N
LP003349,Male,Yes,0,Not Graduate,No,2793,1703.17,81.0,480.0,0.0,Urban,N
LP003350,Male,Yes,3+,Graduate,No,5106,3362.35,215.0,360.0,1.0,Semiurban,Y
LP003351,Female,No,1,Graduate,No,4665,0.0,75.0,360.0,1.0,Semiurban,N
LP003352,Male,Yes,2,Graduate,No,5153,3285.05,227.0,360.0,1.0,Semiurban,Y
LP003353,Male,Yes,0,Graduate,No,5130,2590.72,116.0,360.0,1.0,Urban,Y
LP003354,Male,Yes,0,Graduate,No,2758,2907.94,84.0,300.0,,Urban,Y
LP003355,Male,No,0,Graduate,Yes,6754,0.0,139.0,360.0,1.0,Rural,Y
LP003356,Male,No,0,Not Graduate,No,6953,0.0,125.0,360.0,1.0,Rural,N
LP003357,Male,No,0,Graduate,No,2351,0.0,99.0,480.0,1.0,Semiurban,N
LP003358,Male,No,0,Graduate,No,4787,0.0,128.0,,0.0,Rural,N
LP003359,Male,Yes,1,Graduate,No,6427,0.0,179.0,360.0,1.0,Semiurban,Y
LP003360,Male,Yes,0,Graduate,No,21063,5653.36,581.0,360.0,1.0,Rural,N
LP003361,Female,No,0,Graduate,Yes,15773,0.0,62.0,360.0,1.0,Semiurban,Y
LP003362,Male,Yes,2,Graduate,No,5736,0.0,142.0,360.0,1.0,Semiurban,Y
LP003363,Male,Yes,2,Graduate,Yes,9962,6767.42,378.0,300.0,1.0,Rural,Y
LP003364,Male,No,1,Graduate,No,3268,2052.78,121.0,180.0,0.0,Urban,N
LP003365,Female,No,0,Graduate,,2887,1414.85,121.0,360.0,1.0,Urban,Y
LP003366,Male,Yes,0,Graduate,No,5714,878.44,106.0,180.0,1.0,Urban,Y
LP003367,Male,Yes,3+,Graduate,No,8606,5430.93,127.0,360.0,1.0,Rural,Y
LP003368,Male,Yes,0,Graduate,No,3619,0.0,144.0,360.0,,Semiurban,Y
LP003369,Male,No,0,Graduate,No,3463,0.0,74.0,480.0,1.0,Urban,N
LP003370,Male,Yes,2,Graduate,No,5194,0.0,132.0,360.0,1.0,Urban,Y
LP003371,Male,Yes,0,Graduate,,3362,2472.57,126.0,360.0,1.0,Semiurban,Y
LP003372,Male,No,0,Graduate,No,6563,4381.27,287.0,360.0,1.0,Semiurban,Y
LP003373,Female,No,0,Graduate,No,5231,0.0,160.0,360.0,1.0,Urban,Y
LP003374,Male,No,0,Graduate,Yes,6449,0.0,125.0,360.0,1.0,Urban,Y
LP003375,Male,Yes,2,Graduate,No,3981,0.0,100.0,360.0,1.0,Urban,N
LP003376,Male,No,1,Graduate,,3434,0.0,114.0,180.0,1.0,Urban,Y
LP003377,Male,No,0,Not Graduate,No,2429,1590.51,125.0,360.0,1.0,Semiurban,Y
LP003378,Male,Yes,0,Not Graduate,No,3136,2907.3,,360.0,0.0,Urban,N
LP003379,Male,Yes,0,Graduate,No,2385,2316.82,163.0,360.0,1.0,Urban,Y
LP003380,Male,Yes,0,Graduate,No,4868,0.0,107.0,360.0,1.0,Rural,Y
LP003381,Male,No,3+,Graduate,No,7473,0.0,190.0,360.0,1.0,Rural,Y
LP003382,Male,Yes,3+,Graduate,No,9545,0.0,258.0,360.0,1.0,Rural,Y
LP003383,Male,Yes,0,Graduate,No,2486,2256.72,126.0,360.0,,Urban,Y
LP003384,Male,Yes,2,Not Graduate,No,2066,1564.09,113.0,180.0,1.0,Semiurban,Y
LP003385,Male,Yes,2,Graduate,No,3274,1505.87,120.0,360.0,1.0,Urban,Y
LP003386,Male,Yes,2,Graduate,No,3312,502.34,148.0,360.0,,Semiurban,Y
LP003387,Female,No,0,Graduate,No,3373,0.0,72.0,360.0,0.0,Urban,N
LP003388,Male,Yes,0,Graduate,No,3089,1669.43,104.0,360.0,1.0,Urban,Y
LP003389,Male,No,0,Not Graduate,No,4067,1582.58,89.0,360.0,1.0,Rural,Y
LP003390,Female,No,0,Graduate,No,1415,1502.08,116.0,360.0,0.0,Semiurban,N
LP003391,Male,Yes,2,Not Graduate,No,2847,0.0,46.0,180.0,0.0,Urban,N
LP003392,Male,No,0,Not Graduate,No,2798,0.0,71.0,300.0,1.0,Rural,N
LP003393,Male,No,0,Graduate,No,2664,20104.35,93.0,360.0,1.0,Semiurban,Y
LP003394,Female,No,0,Not Graduate,No,1901,0.0,49.0,360.0,1.0,Semiurban,Y
LP003395,Female,No,0,Graduate,Yes,7751,0.0,196.0,360.0,1.0,Rural,N
LP003396,Female,No,0,Graduate,No,4450,0.0,115.0,360.0,1.0,Semiurban,Y
LP003397,Male,Yes,0,Not Graduate,No,2147,2481.57,118.0,360.0,1.0,Urban,Y
LP003398,Female,No,0,Not Graduate,No,2360,0.0,72.0,360.0,1.0,Rural,Y
LP003399,Male,Yes,1,Graduate,No,6977,0.0,131.0,300.0,0.0,Semiurban,N
LP003400,Male,Yes,3+,Graduate,No,72599,0.0,388.0,360.0,0.0,Rural,N
LP003401,Female,No,1,Not Graduate,Yes,3408,0.0,62.0,360.0,1.0,Semiurban,N
LP003402,Male,Yes,0,Graduate,,5088,0.0,157.0,360.0,,Urban,Y
LP003403,Male,Yes,0,Not Graduate,No,5765,0.0,192.0,360.0,0.0,Rural,N
LP003404,Male,Yes,0,Not Graduate,No,2388,2040.33,114.0,360.0,1.0,Rural,Y
LP003405,Female,Yes,0,Not Graduate,No,2100,3235.5,144.0,360.0,0.0,Semiurban,N
LP003406,Female,No,0,Graduate,No,3042,0.0,63.0,360.0,1.0,Urban,Y
LP003407,Female,No,1,Graduate,No,2827,0.0,141.0,360.0,1.0,Urban,N
LP003408,Male,Yes,2,Graduate,Yes,1770,20405.55,240.0,360.0,1.0,Urban,N
LP003409,Male,Yes,0,Graduate,No,1019,2634.25,111.0,360.0,1.0,Rural,Y
LP003410,Male,Yes,0,Graduate,No,3597,1485.75,151.0,360.0,1.0,Semiurban,Y
LP003411,Male,Yes,0,Graduate,No,5872,0.0,136.0,360.0,1.0,Rural,Y
LP003412,Female,No,0,Not Graduate,No,2538,0.0,76.0,,0.0,Urban,N
LP003413,Male,Yes,0,Graduate,No,1733,1888.52,96.0,360.0,1.0,Urban,Y
LP003414,Male,Yes,1,Graduate,No,6391,1574.02,121.0,,0.0,Urban,N
LP003415,Male,Yes,0,Graduate,No,13823,0.0,100.0,360.0,1.0,Semiurban,Y
LP003416,Male,Yes,0,Graduate,No,2590,4591.28,117.0,360.0,1.0,Rural,Y
LP003417,Female,No,1,Not Graduate,No,4902,0.0,79.0,360.0,1.0,Rural,N
LP003418,Male,Yes,2,Graduate,No,6752,0.0,116.0,360.0,1.0,Semiurban,Y
LP003419,Male,Yes,0,Graduate,No,2597,17.25,90.0,360.0,1.0,Rural,Y
LP003420,Male,No,0,Not Graduate,No,2802,0.0,52.0,180.0,1.0,Urban,Y
LP003421,Female,No,1,Graduate,Yes,7906,0.0,159.0,360.0,1.0,Semiurban,Y
LP003422,Male,No,0,Graduate,No,6747,0.0,106.0,360.0,0.0,Rural,N
LP003423,Male,No,0,Graduate,,12741,0.0,482.0,360.0,1.0,Semiurban,Y
LP003424,Male,Yes,0,Graduate,No,2070,2466.97,130.0,360.0,1.0,Semiurban,Y
LP003425,Male,No,0,Graduate,No,4028,0.0,99.0,360.0,1.0,Urban,Y
LP003426,Female,,,Graduate,No,9561,0.0,,240.0,1.0,Semiurban,Y
LP003427,Male,No,0,Graduate,No,1844,1621.15,55.0,360.0,1.0,Semiurban,Y
LP003428,Male,Yes,0,Graduate,No,2024,1102.04,,360.0,1.0,Urban,Y
LP003429,Male,No,0,Graduate,Yes,9871,0.0,190.0,360.0,0.0,Urban,N
LP003430,Female,Yes,0,Not Graduate,Yes,7386,0.0,138.0,360.0,1.0,Rural,Y
LP003431,Male,No,0,Graduate,No,3605,4366.53,191.0,360.0,1.0,Semiurban,Y
LP003432,Male,Yes,0,Graduate,No,8109,2102.82,170.0,360.0,1.0,Rural,Y
LP003433,Male,No,3+,Not Graduate,No,4843,2022.86,147.0,360.0,1.0,Semiurban,Y
LP003434,Male,No,1,Graduate,No,41704,0.0,133.0,360.0,1.0,Semiurban,Y
LP003435,Male,Yes,0,Graduate,No,7132,8431.62,177.0,300.0,,Rural,Y
LP003436,Male,Yes,1,Graduate,Yes,3056,1263.81,135.0,360.0,1.0,Rural,Y
LP003437,Male,Yes,2,Not Graduate,No,5049,0.0,108.0,360.0,1.0,Rural,Y
LP003438,Male,Yes,0,Graduate,,3445,1576.08,48.0,360.0,1.0,Rural,N
LP003439,Male,Yes,2,Graduate,No,3638,1631.94,162.0,360.0,0.0,Rural,N
LP003440,Male,No,1,Not Graduate,Yes,2854,1716.59,196.0,360.0,,Semiurban,N
LP003441,Male,Yes,2,Not Graduate,No,2285,1174.13,118.0,360.0,0.0,Rural,N
LP003442,Male,Yes,2,Not Graduate,No,2013,1447.23,59.0,300.0,,Urban,Y
LP003443,Male,Yes,0,Graduate,No,4564,1547.23,131.0,360.0,0.0,Rural,N
LP003444,Male,Yes,0,Graduate,No,2896,2578.21,83.0,180.0,0.0,Rural,Y
LP003445,Male,No,0,Graduate,Yes,7124,0.0,80.0,360.0,1.0,Semiurban,Y
LP003446,Male,Yes,2,Graduate,No,3908,0.0,105.0,360.0,1.0,Semiurban,Y
LP003447,Male,Yes,0,Graduate,No,4671,0.0,112.0,360.0,1.0,Urban,Y
LP003448,Male,Yes,0,Graduate,No,3457,2282.65,182.0,360.0,1.0,Urban,N
LP003449,Male,No,2,Graduate,No,4470,0.0,130.0,360.0,1.0,Rural,Y
LP003450,Male,Yes,0,Graduate,No,8317,0.0,163.0,360.0,1.0,Semiurban,N
LP003451,,Yes,0,Graduate,Yes,2135,3710.27,158.0,360.0,,Semiurban,Y
LP003452,Male,Yes,3+,Graduate,No,7224,0.0,137.0,180.0,1.0,Urban,Y
LP003453,Male,Yes,0,Graduate,No,2632,2476.6,146.0,360.0,1.0,Rural,Y
LP003454,Female,No,1,Not Graduate,,4330,0.0,115.0,360.0,1.0,Semiurban,Y
LP003455,Male,No,0,Graduate,No,3794,0.0,87.0,360.0,0.0,Semiurban,N
LP003456,Male,No,0,Graduate,No,5780,0.0,134.0,360.0,1.0,Rural,Y
LP003457,Male,Yes,3+,Not Graduate,No,2878,1704.56,63.0,180.0,0.0,Urban,N
LP003458,,Yes,0,Graduate,No,19279,0.0,114.0,360.0,1.0,Semiurban,Y
LP003459,Female,Yes,2,Not Graduate,,229,3043.19,94.0,360.0,1.0,Semiurban,Y
LP003460,Male,Yes,0,Graduate,No,4000,2466.18,131.0,360.0,1.0,Urban,N
LP003461,Male,Yes,1,Graduate,Yes,3546,2101.95,139.0,360.0,1.0,Semiurban,Y
LP003462,Male,Yes,1,Not Graduate,No,2567,1438.75,115.0,180.0,0.0,Rural,N
LP003463,Male,Yes,3+,Graduate,No,4584,0.0,91.0,360.0,1.0,Semiurban,Y
LP003464,Female,No,0,Graduate,Yes,2537,0.0,89.0,360.0,,Urban,Y
LP003465,Male,No,2,Graduate,No,5806,4951.63,164.0,360.0,1.0,Rural,Y
LP003466,Male,Yes,2,Graduate,Yes,16077,985.94,122.0,360.0,1.0,Rural,Y
LP003467,Male,Yes,2,Graduate,No,7270,1645.68,234.0,300.0,1.0,Semiurban,Y
LP003468,,Yes,2,Graduate,No,2611,1873.59,152.0,360.0,0.0,Semiurban,N
LP003469,Male,Yes,1,Graduate,Yes,16675,2428.86,83.0,360.0,1.0,Semiurban,Y
LP003470,Male,Yes,2,Graduate,No,3536,1631.91,,360.0,1.0,Urban,N
LP003471,Female,No,0,Not Graduate,No,4428,0.0,167.0,360.0,1.0,Rural,Y
LP003472,Male,Yes,3+,Not Graduate,No,3450,0.0,112.0,360.0,1.0,Rural,Y
LP003473,Male,Yes,0,Graduate,No,2098,3647.44,122.0,360.0,1.0,Semiurban,Y
LP003474,Male,Yes,0,Graduate,No,11336,0.0,191.0,360.0,1.0,Semiurban,Y
LP003475,Male,Yes,2,Graduate,No,8295,0.0,259.0,360.0,1.0,Semiurban,Y
LP003476,Male,Yes,1,Not Graduate,No,1931,2738.54,130.0,360.0,1.0,Rural,Y
LP003477,Male,No,2,Graduate,No,3326,0.0,74.0,360.0,0.0,Rural,N
LP003478,Male,Yes,1,Graduate,No,18964,0.0,505.0,360.0,1.0,Urban,N
LP003479,Male,Yes,2,Graduate,Yes,4271,2207.64,153.0,360.0,1.0,Semiurban,Y
LP003480,Male,No,0,Graduate,No,2565,0.0,72.0,360.0,1.0,Urban,N
LP003481,Male,No,0,Not Graduate,No,2933,2479.39,101.0,360.0,,Semiurban,Y
LP003482,Male,Yes,1,Not Graduate,No,5489,1210.25,166.0,360.0,,Urban,Y
LP003483,Male,No,0,Not Graduate,No,3606,0.0,119.0,360.0,1.0,Rural,Y
LP003484,Female,No,0,Not Graduate,Yes,17890,0.0,200.0,360.0,1.0,Semiurban,Y
LP003485,Male,Yes,0,Graduate,No,3508,2438.18,113.0,360.0,0.0,Rural,N
LP003486,Female,Yes,1,Graduate,No,3575,989.71,121.0,84.0,1.0,Semiurban,Y
LP003487,Male,Yes,0,Not Graduate,No,2219,1952.86,117.0,360.0,1.0,Rural,Y
LP003488,Male,Yes,0,Graduate,No,4501,2779.38,112.0,12.0,,Urban,Y
LP003489,Male,Yes,1,Graduate,Yes,2434,0.0,88.0,360.0,1.0,Semiurban,Y
LP003490,Male,No,0,Graduate,No,5532,4309.82,200.0,360.0,0.0,Rural,N
LP003491,Female,No,0,Graduate,No,715,3720.58,114.0,480.0,1.0,Rural,Y
LP003492,Female,No,0,Graduate,No,3385,0.0,100.0,360.0,1.0,Semiurban,Y
LP003493,Male,Yes,2,Graduate,No,4585,6261.58,206.0,360.0,1.0,Semiurban,Y
LP003494,Male,Yes,1,Not Graduate,No,3563,5110.45,138.0,360.0,,Rural,N
LP003495,Male,Yes,0,Not Graduate,No,3051,1535.21,122.0,300.0,1.0,Semiurban,Y
LP003496,Male,Yes,2,Graduate,No,3357,3979.42,215.0,360.0,1.0,Rural,Y
LP003497,Male,Yes,0,Graduate,No,24867,6967.23,460.0,360.0,,Urban,Y
LP003498,,No,0,Graduate,No,3708,0.0,103.0,360.0,1.0,Urban,N
LP003499,Male,Yes,0,Graduate,Yes,2368,2787.08,167.0,360.0,1.0,Urban,Y
LP003500,Female,No,1,Graduate,No,13755,0.0,39.0,360.0,1.0,Urban,Y
LP003501,Male,No,0,Not Graduate,No,3149,1263.3,93.0,360.0,1.0,Rural,N
LP003502,Male,Yes,1,Graduate,No,5921,1949.86,252.0,360.0,1.0,Semiurban,Y
LP003503,Male,Yes,2,Graduate,No,3309,2395.47,143.0,360.0,1.0,Urban,Y
LP003504,Male,Yes,0,Graduate,No,2115,6600.38,78.0,180.0,1.0,Semiurban,N
LP003505,Male,No,0,Graduate,No,6183,3576.59,324.0,360.0,1.0,Rural,N
LP003506,Male,Yes,3+,Graduate,No,3562,2708.99,134.0,360.0,1.0,Rural,Y
LP003507,Female,Yes,2,Graduate,No,2140,1486.07,119.0,480.0,1.0,Semiurban,Y
LP003508,Male,Yes,,Not Graduate,No,2905,1752.65,115.0,360.0,0.0,Semiurban,N
LP003509,Male,No,0,Graduate,No,5019,1783.66,176.0,360.0,1.0,Semiurban,N
LP003510,Female,No,0,Not Graduate,No,3843,0.0,97.0,360.0,1.0,Rural,N
LP003511,Male,Yes,2,Not Graduate,No,2022,1713.27,43.0,360.0,1.0,Semiurban,Y
LP003512,Male,No,0,Graduate,No,2322,0.0,59.0,360.0,1.0,Semiurban,Y
LP003513,Male,Yes,3+,Graduate,Yes,6284,1432.79,94.0,360.0,1.0,Rural,Y
LP003514,Male,Yes,2,Graduate,Yes,7826,7192.68,456.0,360.0,1.0,Rural,Y
LP003515,Male,No,0,Graduate,No,5206,2068.47,,360.0,1.0,Semiurban,N
LP003516,Male,Yes,2,Graduate,Yes,16880,0.0,382.0,360.0,1.0,Rural,Y
LP003517,Male,Yes,0,Graduate,No,4214,0.0,120.0,360.0,1.0,Semiurban,Y
LP003518,Male,Yes,1,Not Graduate,No,5341,1098.3,169.0,360.0,0.0,Semiurban,Y
LP003519,Male,No,1,Not Graduate,No,2734,1041.4,107.0,360.0,1.0,Semiurban,Y
LP003520,Male,No,0,Not Graduate,No,7632,0.0,154.0,360.0,1.0,Semiurban,Y
LP003521,Male,Yes,0,Graduate,No,995,5507.99,198.0,360.0,,Rural,Y
LP003522,Male,Yes,3+,Graduate,No,3959,0.0,101.0,360.0,1.0,Urban,Y
LP003523,Male,No,2,Graduate,No,3459,0.0,100.0,360.0,0.0,Rural,N
LP003524,Male,No,1,Graduate,No,11657,0.0,184.0,360.0,,Semiurban,N
LP003525,Female,No,0,Not Graduate,Yes,15890,0.0,119.0,360.0,1.0,Urban,Y
LP003526,Male,No,0,Not Graduate,,2680,2252.37,115.0,360.0,1.0,Rural,Y
LP003527,Male,Yes,0,Graduate,No,5869,3977.89,297.0,360.0,1.0,Urban,Y
LP003528,Male,No,2,Graduate,No,3949,0.0,106.0,360.0,1.0,Semiurban,Y
LP003529,Male,Yes,0,Not Graduate,No,2358,550.61,60.0,360.0,1.0,Rural,N
LP003530,Male,Yes,3+,Graduate,No,6013,0.0,168.0,180.0,1.0,Rural,Y
LP003531,Female,Yes,1,Graduate,No,3986,3043.53,130.0,180.0,1.0,Semiurban,Y
LP003532,Female,No,0,Graduate,No,1997,0.0,119.0,360.0,0.0,Semiurban,N
LP003533,Female,No,1,Graduate,,3724,0.0,92.0,360.0,1.0,Semiurban,Y
LP003534,Male,Yes,1,Not Graduate,No,2207,2895.77,129.0,360.0,1.0,Urban,Y
LP003535,Female,Yes,0,Not Graduate,No,2956,500.51,91.0,360.0,,Semiurban,Y
LP003536,Male,Yes,0,Graduate,No,2733,1673.55,176.0,360.0,1.0,Rural,Y
LP003537,Male,No,0,Not Graduate,No,3413,0.0,87.0,36.0,1.0,Semiurban,N
LP003538,Male,No,0,Graduate,No,2322,1718.23,148.0,360.0,1.0,Rural,Y
LP003539,Female,No,0,Graduate,No,5283,0.0,92.0,360.0,0.0,Semiurban,N
LP003540,Male,Yes,0,Graduate,No,2933,1712.12,112.0,360.0,1.0,Rural,Y
LP003541,Male,Yes,2,Graduate,Yes,6837,0.0,,360.0,0.0,Rural,N
LP003542,Male,Yes,1,Not Graduate,No,2603,2170.55,,360.0,1.0,Rural,Y
LP003543,Male,Yes,1,Graduate,No,3412,4048.66,168.0,360.0,1.0,Urban,Y
LP003544,Male,Yes,0,Not Graduate,No,2854,2753.35,182.0,360.0,0.0,Urban,N
LP003545,Male,Yes,0,Graduate,No,3568,4090.35,106.0,180.0,0.0,Rural,N
